author,sentence
James Joyce,"His downcast eyes followed the silent veining of the oaken slab. Beauty: it curves: curves are beauty. Shapely goddesses, Venus, Juno: curves the world admires. Can see them library museum standing in the round hall, naked goddesses. Aids to digestion. They don’t care what man looks. All to see. Never speaking. I mean to say to fellows like Flynn. Suppose she did Pygmalion and Galatea what would she say first? Mortal! Put you in your proper place. Quaffing nectar at mess with gods golden dishes, all ambrosial. Not like a tanner lunch we have, boiled mutton, carrots and turnips, bottle of Allsop. Nectar imagine it drinking electricity: gods’ food. Lovely forms of women sculped Junonian. Immortal lovely. And we stuffing food in one hole and out behind: food, chyle, blood, dung, earth, food: have to feed it like stoking an engine. They have no. Never looked. I’ll look today. Keeper won’t see. Bend down let something fall see if she."
James Joyce,"—He had a good groatsworth of wit, Stephen said, and no truant memory. He carried a memory in his wallet as he trudged to Romeville whistling _The girl I left behind me._ If the earthquake did not time it we should know where to place poor Wat, sitting in his form, the cry of hounds, the studded bridle and her blue windows. That memory, _Venus and Adonis_, lay in the bedchamber of every light-of-love in London. Is Katharine the shrew illfavoured? Hortensio calls her young and beautiful. Do you think the writer of _Antony and Cleopatra_, a passionate pilgrim, had his eyes in the back of his head that he chose the ugliest doxy in all Warwickshire to lie withal? Good: he left her and gained the world of men. But his boywomen are the women of a boy. Their life, thought, speech are lent them by males. He chose badly? He was chosen, it seems to me. If others have their will Ann hath a way. By cock, she was to blame. She put the comether on him, sweet and twentysix. The greyeyed goddess who bends over the boy Adonis, stooping to conquer, as prologue to the swelling act, is a boldfaced Stratford wench who tumbles in a cornfield a lover younger than herself."
James Joyce,"Young Colum and Starkey. George Roberts is doing the commercial part. Longworth will give it a good puff in the _Express._ O, will he? I liked Colum’s _Drover._ Yes, I think he has that queer thing genius. Do you think he has genius really? Yeats admired his line: _As in wild earth a Grecian vase_. Did he? I hope you’ll be able to come tonight. Malachi Mulligan is coming too. Moore asked him to bring Haines. Did you hear Miss Mitchell’s joke about Moore and Martyn? That Moore is Martyn’s wild oats? Awfully clever, isn’t it? They remind one of Don Quixote and Sancho Panza. Our national epic has yet to be written, Dr Sigerson says. Moore is the man for it. A knight of the rueful countenance here in Dublin. With a saffron kilt? O’Neill Russell? O, yes, he must speak the grand old tongue. And his Dulcinea? James Stephens is doing some clever sketches. We are becoming important, it seems."
James Joyce,"—That may be too, Stephen said. There’s a saying of Goethe’s which Mr Magee likes to quote. Beware of what you wish for in youth because you will get it in middle life. Why does he send to one who is a _buonaroba,_ a bay where all men ride, a maid of honour with a scandalous girlhood, a lordling to woo for him? He was himself a lord of language and had made himself a coistrel gentleman and he had written _Romeo and Juliet_. Why? Belief in himself has been untimely killed. He was overborne in a cornfield first (ryefield, I should say) and he will never be a victor in his own eyes after nor play victoriously the game of laugh and lie down. Assumed dongiovannism will not save him. No later undoing will undo the first undoing. The tusk of the boar has wounded him there where love lies ableeding. If the shrew is worsted yet there remains to her woman’s invisible weapon. There is, I feel in the words, some goad of the flesh driving him into a new passion, a darker shadow of the first, darkening even his own understanding of himself. A like fate awaits him and the two rages commingle in a whirlpool."
James Joyce,"—The soul has been before stricken mortally, a poison poured in the porch of a sleeping ear. But those who are done to death in sleep cannot know the manner of their quell unless their Creator endow their souls with that knowledge in the life to come. The poisoning and the beast with two backs that urged it King Hamlet’s ghost could not know of were he not endowed with knowledge by his creator. That is why the speech (his lean unlovely English) is always turned elsewhere, backward. Ravisher and ravished, what he would but would not, go with him from Lucrece’s bluecircled ivory globes to Imogen’s breast, bare, with its mole cinquespotted. He goes back, weary of the creation he has piled up to hide him from himself, an old dog licking an old sore. But, because loss is his gain, he passes on towards eternity in undiminished personality, untaught by the wisdom he has written or by the laws he has revealed. His beaver is up. He is a ghost, a shadow now, the wind by Elsinore’s rocks or what you will, the sea’s voice, a voice heard only in the heart of him who is the substance of his shadow, the son consubstantial with the father."
James Joyce,"—Antisthenes, pupil of Gorgias, Stephen said, took the palm of beauty from Kyrios Menelaus’ brooddam, Argive Helen, the wooden mare of Troy in whom a score of heroes slept, and handed it to poor Penelope. Twenty years he lived in London and, during part of that time, he drew a salary equal to that of the lord chancellor of Ireland. His life was rich. His art, more than the art of feudalism as Walt Whitman called it, is the art of surfeit. Hot herringpies, green mugs of sack, honeysauces, sugar of roses, marchpane, gooseberried pigeons, ringocandies. Sir Walter Raleigh, when they arrested him, had half a million francs on his back including a pair of fancy stays. The gombeenwoman Eliza Tudor had underlinen enough to vie with her of Sheba. Twenty years he dallied there between conjugial love and its chaste delights and scortatory love and its foul pleasures. You know Manningham’s story of the burgher’s wife who bade Dick Burbage to her bed after she had seen him in _Richard III_ and how Shakespeare, overhearing, without more ado about nothing, took the cow by the horns and, when Burbage came knocking at the gate, answered from the capon’s blankets: _William the conqueror came before Richard III_. And the gay lakin, mistress Fitton, mount and cry O, and his dainty birdsnies, lady Penelope Rich, a clean quality woman is suited for a player, and the punks of the bankside, a penny a time."
James Joyce,"—And the sense of property, Stephen said. He drew Shylock out of his own long pocket. The son of a maltjobber and moneylender he was himself a cornjobber and moneylender, with ten tods of corn hoarded in the famine riots. His borrowers are no doubt those divers of worship mentioned by Chettle Falstaff who reported his uprightness of dealing. He sued a fellowplayer for the price of a few bags of malt and exacted his pound of flesh in interest for every money lent. How else could Aubrey’s ostler and callboy get rich quick? All events brought grist to his mill. Shylock chimes with the jewbaiting that followed the hanging and quartering of the queen’s leech Lopez, his jew’s heart being plucked forth while the sheeny was yet alive: _Hamlet_ and _Macbeth_ with the coming to the throne of a Scotch philosophaster with a turn for witchroasting. The lost armada is his jeer in _Love’s Labour Lost_. His pageants, the histories, sail fullbellied on a tide of Mafeking enthusiasm. Warwickshire jesuits are tried and we have a porter’s theory of equivocation. The _Sea Venture_ comes home from Bermudas and the play Renan admired is written with Patsy Caliban, our American cousin. The sugared sonnets follow Sidney’s. As for fay Elizabeth, otherwise carrotty Bess, the gross virgin who inspired _The Merry Wives of Windsor_, let some meinherr from Almany grope his life long for deephid meanings in the depths of the buckbasket."
James Joyce,"—Saint Thomas, Stephen smiling said, whose gorbellied works I enjoy reading in the original, writing of incest from a standpoint different from that of the new Viennese school Mr Magee spoke of, likens it in his wise and curious way to an avarice of the emotions. He means that the love so given to one near in blood is covetously withheld from some stranger who, it may be, hungers for it. Jews, whom christians tax with avarice, are of all races the most given to intermarriage. Accusations are made in anger. The christian laws which built up the hoards of the jews (for whom, as for the lollards, storm was shelter) bound their affections too with hoops of steel. Whether these be sins or virtues old Nobodaddy will tell us at doomsday leet. But a man who holds so tightly to what he calls his rights over what he calls his debts will hold tightly also to what he calls his rights over her whom he calls his wife. No sir smile neighbour shall covet his ox or his wife or his manservant or his maidservant or his jackass."
James Joyce,"—She lies laid out in stark stiffness in that secondbest bed, the mobled queen, even though you prove that a bed in those days was as rare as a motorcar is now and that its carvings were the wonder of seven parishes. In old age she takes up with gospellers (one stayed with her at New Place and drank a quart of sack the town council paid for but in which bed he slept it skills not to ask) and heard she had a soul. She read or had read to her his chapbooks preferring them to the _Merry Wives_ and, loosing her nightly waters on the jordan, she thought over _Hooks and Eyes for Believers’ Breeches_ and _The most Spiritual Snuffbox to Make the Most Devout Souls Sneeze_. Venus has twisted her lips in prayer. Agenbite of inwit: remorse of conscience. It is an age of exhausted whoredom groping for its god."
James Joyce,"—A father, Stephen said, battling against hopelessness, is a necessary evil. He wrote the play in the months that followed his father’s death. If you hold that he, a greying man with two marriageable daughters, with thirtyfive years of life, _nel mezzo del cammin di nostra vita_, with fifty of experience, is the beardless undergraduate from Wittenberg then you must hold that his seventyyear old mother is the lustful queen. No. The corpse of John Shakespeare does not walk the night. From hour to hour it rots and rots. He rests, disarmed of fatherhood, having devised that mystical estate upon his son. Boccaccio’s Calandrino was the first and last man who felt himself with child. Fatherhood, in the sense of conscious begetting, is unknown to man. It is a mystical estate, an apostolic succession, from only begetter to only begotten. On that mystery and not on the madonna which the cunning Italian intellect flung to the mob of Europe the church is founded and founded irremovably because founded, like the world, macro and microcosm, upon the void. Upon incertitude, upon unlikelihood. _Amor matris_, subjective and objective genitive, may be the only true thing in life. Paternity may be a legal fiction. Who is the father of any son that any son should love him or he any son?"
James Joyce,"STEPHEN: _(Stringendo)_ He has hidden his own name, a fair name, William, in the plays, a super here, a clown there, as a painter of old Italy set his face in a dark corner of his canvas. He has revealed it in the sonnets where there is Will in overplus. Like John o’Gaunt his name is dear to him, as dear as the coat and crest he toadied for, on a bend sable a spear or steeled argent, honorificabilitudinitatibus, dearer than his glory of greatest shakescene in the country. What’s in a name? That is what we ask ourselves in childhood when we write the name that we are told is ours. A star, a daystar, a firedrake, rose at his birth. It shone by day in the heavens alone, brighter than Venus in the night, and by night it shone over delta in Cassiopeia, the recumbent constellation which is the signature of his initial among the stars. His eyes watched it, lowlying on the horizon, eastward of the bear, as he walked by the slumberous summer fields at midnight returning from Shottery and from her arms."
James Joyce,"—Why? Stephen answered himself. Because the theme of the false or the usurping or the adulterous brother or all three in one is to Shakespeare, what the poor are not, always with him. The note of banishment, banishment from the heart, banishment from home, sounds uninterruptedly from _The Two Gentlemen of Verona_ onward till Prospero breaks his staff, buries it certain fathoms in the earth and drowns his book. It doubles itself in the middle of his life, reflects itself in another, repeats itself, protasis, epitasis, catastasis, catastrophe. It repeats itself again when he is near the grave, when his married daughter Susan, chip of the old block, is accused of adultery. But it was the original sin that darkened his understanding, weakened his will and left in him a strong inclination to evil. The words are those of my lords bishops of Maynooth. An original sin and, like original sin, committed by another in whose sin he too has sinned. It is between the lines of his last written words, it is petrified on his tombstone under which her four bones are not to be laid. Age has not withered it. Beauty and peace have not done it away. It is in infinite variety everywhere in the world he has created, in _Much Ado about Nothing_, twice in _As you like It_, in _The Tempest_, in _Hamlet,_ in _Measure for Measure_—and in all the other plays which I have not read."
James Joyce,"From the sundial towards James’s gate walked Mr Kernan, pleased with the order he had booked for Pulbrook Robertson, boldly along James’s street, past Shackleton’s offices. Got round him all right. How do you do, Mr Crimmins? First rate, sir. I was afraid you might be up in your other establishment in Pimlico. How are things going? Just keeping alive. Lovely weather we’re having. Yes, indeed. Good for the country. Those farmers are always grumbling. I’ll just take a thimbleful of your best gin, Mr Crimmins. A small gin, sir. Yes, sir. Terrible affair that _General Slocum_ explosion. Terrible, terrible! A thousand casualties. And heartrending scenes. Men trampling down women and children. Most brutal thing. What do they say was the cause? Spontaneous combustion. Most scandalous revelation. Not a single lifeboat would float and the firehose all burst. What I can’t understand is how the inspectors ever allowed a boat like that... Now, you’re talking straight, Mr Crimmins. You know why? Palm oil. Is that a fact? Without a doubt. Well now, look at that. And America they say is the land of the free. I thought we were bad here."
James Joyce,"After Wicklow lane the window of Madame Doyle, courtdress milliner, stopped him. He stood looking in at the two puckers stripped to their pelts and putting up their props. From the sidemirrors two mourning Masters Dignam gaped silently. Myler Keogh, Dublin’s pet lamb, will meet sergeantmajor Bennett, the Portobello bruiser, for a purse of fifty sovereigns. Gob, that’d be a good pucking match to see. Myler Keogh, that’s the chap sparring out to him with the green sash. Two bar entrance, soldiers half price. I could easy do a bunk on ma. Master Dignam on his left turned as he turned. That’s me in mourning. When is it? May the twentysecond. Sure, the blooming thing is all over. He turned to the right and on his right Master Dignam turned, his cap awry, his collar sticking up. Buttoning it down, his chin lifted, he saw the image of Marie Kendall, charming soubrette, beside the two puckers. One of them mots that do be in the packets of fags Stoer smokes that his old fellow welted hell out of him for one time he found out."
James Joyce,"For nonperishable goods bought of Moses Herzog, of 13 Saint Kevin’s parade in the city of Dublin, Wood quay ward, merchant, hereinafter called the vendor, and sold and delivered to Michael E. Geraghty, esquire, of 29 Arbour hill in the city of Dublin, Arran quay ward, gentleman, hereinafter called the purchaser, videlicet, five pounds avoirdupois of first choice tea at three shillings and no pence per pound avoirdupois and three stone avoirdupois of sugar, crushed crystal, at threepence per pound avoirdupois, the said purchaser debtor to the said vendor of one pound five shillings and sixpence sterling for value received which amount shall be paid by said purchaser to said vendor in weekly instalments every seven calendar days of three shillings and no pence sterling: and the said nonperishable goods shall not be pawned or pledged or sold or otherwise alienated by the said purchaser but shall be and remain and be held to be the sole and exclusive property of the said vendor to be disposed of at his good will and pleasure until the said amount shall have been duly paid by the said purchaser to the said vendor in the manner herein set forth as this day hereby agreed between the said vendor, his heirs, successors, trustees and assigns of the one part and the said purchaser, his heirs, successors, trustees and assigns of the other part."
James Joyce,"In Inisfail the fair there lies a land, the land of holy Michan. There rises a watchtower beheld of men afar. There sleep the mighty dead as in life they slept, warriors and princes of high renown. A pleasant land it is in sooth of murmuring waters, fishful streams where sport the gurnard, the plaice, the roach, the halibut, the gibbed haddock, the grilse, the dab, the brill, the flounder, the pollock, the mixed coarse fish generally and other denizens of the aqueous kingdom too numerous to be enumerated. In the mild breezes of the west and of the east the lofty trees wave in different directions their firstclass foliage, the wafty sycamore, the Lebanonian cedar, the exalted planetree, the eugenic eucalyptus and other ornaments of the arboreal world with which that region is thoroughly well supplied. Lovely maidens sit in close proximity to the roots of the lovely trees singing the most lovely songs while they play with all kinds of lovely objects as for example golden ingots, silvery fishes, crans of herrings, drafts of eels, codlings, creels of fingerlings, purple seagems and playful insects. And heroes voyage from afar to woo them, from Eblana to Slievemargy, the peerless princes of unfettered Munster and of Connacht the just and of smooth sleek Leinster and of Cruachan’s land and of Armagh the splendid and of the noble district of Boyle, princes, the sons of kings."
James Joyce,"And by that way wend the herds innumerable of bellwethers and flushed ewes and shearling rams and lambs and stubble geese and medium steers and roaring mares and polled calves and longwools and storesheep and Cuffe’s prime springers and culls and sowpigs and baconhogs and the various different varieties of highly distinguished swine and Angus heifers and polly bulllocks of immaculate pedigree together with prime premiated milchcows and beeves: and there is ever heard a trampling, cackling, roaring, lowing, bleating, bellowing, rumbling, grunting, champing, chewing, of sheep and pigs and heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from the streamy vales of Thomond, from the M’Gillicuddy’s reeks the inaccessible and lordly Shannon the unfathomable, and from the gentle declivities of the place of the race of Kiar, their udders distended with superabundance of milk and butts of butter and rennets of cheese and farmer’s firkins and targets of lamb and crannocks of corn and oblong eggs in great hundreds, various in size, the agate with this dun."
James Joyce,"The figure seated on a large boulder at the foot of a round tower was that of a broadshouldered deepchested stronglimbed frankeyed redhaired freelyfreckled shaggybearded widemouthed largenosed longheaded deepvoiced barekneed brawnyhanded hairylegged ruddyfaced sinewyarmed hero. From shoulder to shoulder he measured several ells and his rocklike mountainous knees were covered, as was likewise the rest of his body wherever visible, with a strong growth of tawny prickly hair in hue and toughness similar to the mountain gorse (_Ulex Europeus_). The widewinged nostrils, from which bristles of the same tawny hue projected, were of such capaciousness that within their cavernous obscurity the fieldlark might easily have lodged her nest. The eyes in which a tear and a smile strove ever for the mastery were of the dimensions of a goodsized cauliflower. A powerful current of warm breath issued at regular intervals from the profound cavity of his mouth while in rhythmic resonance the loud strong hale reverberations of his formidable heart thundered rumblingly causing the ground, the summit of the lofty tower and the still loftier walls of the cave to vibrate and tremble."
James Joyce,"So then the citizen begins talking about the Irish language and the corporation meeting and all to that and the shoneens that can’t speak their own language and Joe chipping in because he stuck someone for a quid and Bloom putting in his old goo with his twopenny stump that he cadged off of Joe and talking about the Gaelic league and the antitreating league and drink, the curse of Ireland. Antitreating is about the size of it. Gob, he’d let you pour all manner of drink down his throat till the Lord would call him before you’d ever see the froth of his pint. And one night I went in with a fellow into one of their musical evenings, song and dance about she could get up on a truss of hay she could my Maureen Lay and there was a fellow with a Ballyhooly blue ribbon badge spiffing out of him in Irish and a lot of colleen bawns going about with temperance beverages and selling medals and oranges and lemonade and a few old dry buns, gob, flahoolagh entertainment, don’t be talking. Ireland sober is Ireland free. And then an old fellow starts blowing into his bagpipes and all the gougers shuffling their feet to the tune the old cow died of. And one or two sky pilots having an eye around that there was no goings on with the females, hitting below the belt."
James Joyce,"And off with him and out trying to walk straight. Boosed at five o’clock. Night he was near being lagged only Paddy Leonard knew the bobby, 14A. Blind to the world up in a shebeen in Bride street after closing time, fornicating with two shawls and a bully on guard, drinking porter out of teacups. And calling himself a Frenchy for the shawls, Joseph Manuo, and talking against the Catholic religion, and he serving mass in Adam and Eve’s when he was young with his eyes shut, who wrote the new testament, and the old testament, and hugging and smugging. And the two shawls killed with the laughing, picking his pockets, the bloody fool and he spilling the porter all over the bed and the two shawls screeching laughing at one another. _How is your testament? Have you got an old testament?_ Only Paddy was passing there, I tell you what. Then see him of a Sunday with his little concubine of a wife, and she wagging her tail up the aisle of the chapel with her patent boots on her, no less, and her violets, nice as pie, doing the little lady. Jack Mooney’s sister. And the old prostitute of a mother procuring rooms to street couples. Gob, Jack made him toe the line. Told him if he didn’t patch up the pot, Jesus, he’d kick the shite out of him."
James Joyce,"So Joe starts telling the citizen about the foot and mouth disease and the cattle traders and taking action in the matter and the citizen sending them all to the rightabout and Bloom coming out with his sheepdip for the scab and a hoose drench for coughing calves and the guaranteed remedy for timber tongue. Because he was up one time in a knacker’s yard. Walking about with his book and pencil here’s my head and my heels are coming till Joe Cuffe gave him the order of the boot for giving lip to a grazier. Mister Knowall. Teach your grandmother how to milk ducks. Pisser Burke was telling me in the hotel the wife used to be in rivers of tears some times with Mrs O’Dowd crying her eyes out with her eight inches of fat all over her. Couldn’t loosen her farting strings but old cod’s eye was waltzing around her showing her how to do it. What’s your programme today? Ay. Humane methods. Because the poor animals suffer and experts say and the best known remedy that doesn’t cause pain to the animal and on the sore spot administer gently. Gob, he’d have a soft hand under a hen."
James Joyce,"Amongst the clergy present were the very rev. William Delany, S. J., L. L. D.; the rt rev. Gerald Molloy, D. D.; the rev. P. J. Kavanagh, C. S. Sp.; the rev. T. Waters, C. C.; the rev. John M. Ivers, P. P.; the rev. P. J. Cleary, O. S. F.; the rev. L. J. Hickey, O. P.; the very rev. Fr. Nicholas, O. S. F. C.; the very rev. B. Gorman, O. D. C.; the rev. T. Maher, S. J.; the very rev. James Murphy, S. J.; the rev. John Lavery, V. F.; the very rev. William Doherty, D. D.; the rev. Peter Fagan, O. M.; the rev. T. Brangan, O. S. A.; the rev. J. Flavin, C. C.; the rev. M. A. Hackett, C. C.; the rev. W. Hurley, C. C.; the rt rev. Mgr M’Manus, V. G.; the rev. B. R. Slattery, O. M. I.; the very rev. M. D. Scally, P. P.; the rev. F. T. Purcell, O. P.; the very rev. Timothy canon Gorman, P. P.; the rev. J. Flanagan, C. C. The laity included P. Fay, T. Quirke, etc., etc."
James Joyce,"—_Raimeis_, says the citizen. There’s no-one as blind as the fellow that won’t see, if you know what that means. Where are our missing twenty millions of Irish should be here today instead of four, our lost tribes? And our potteries and textiles, the finest in the whole world! And our wool that was sold in Rome in the time of Juvenal and our flax and our damask from the looms of Antrim and our Limerick lace, our tanneries and our white flint glass down there by Ballybough and our Huguenot poplin that we have since Jacquard de Lyon and our woven silk and our Foxford tweeds and ivory raised point from the Carmelite convent in New Ross, nothing like it in the whole wide world. Where are the Greek merchants that came through the pillars of Hercules, the Gibraltar now grabbed by the foe of mankind, with gold and Tyrian purple to sell in Wexford at the fair of Carmen? Read Tacitus and Ptolemy, even Giraldus Cambrensis. Wine, peltries, Connemara marble, silver from Tipperary, second to none, our farfamed horses even today, the Irish hobbies, with king Philip of Spain offering to pay customs duties for the right to fish in our waters. What do the yellowjohns of Anglia owe us for our ruined trade and our ruined hearths? And the beds of the Barrow and Shannon they won’t deepen with millions of acres of marsh and bog to make us all die of consumption?"
James Joyce,"—We’ll put force against force, says the citizen. We have our greater Ireland beyond the sea. They were driven out of house and home in the black 47. Their mudcabins and their shielings by the roadside were laid low by the batteringram and the _Times_ rubbed its hands and told the whitelivered Saxons there would soon be as few Irish in Ireland as redskins in America. Even the Grand Turk sent us his piastres. But the Sassenach tried to starve the nation at home while the land was full of crops that the British hyenas bought and sold in Rio de Janeiro. Ay, they drove out the peasants in hordes. Twenty thousand of them died in the coffinships. But those that came to the land of the free remember the land of bondage. And they will come again and with a vengeance, no cravens, the sons of Granuaile, the champions of Kathleen ni Houlihan."
James Joyce,"—A delegation of the chief cotton magnates of Manchester was presented yesterday to His Majesty the Alaki of Abeakuta by Gold Stick in Waiting, Lord Walkup of Walkup on Eggs, to tender to His Majesty the heartfelt thanks of British traders for the facilities afforded them in his dominions. The delegation partook of luncheon at the conclusion of which the dusky potentate, in the course of a happy speech, freely translated by the British chaplain, the reverend Ananias Praisegod Barebones, tendered his best thanks to Massa Walkup and emphasised the cordial relations existing between Abeakuta and the British empire, stating that he treasured as one of his dearest possessions an illuminated bible, the volume of the word of God and the secret of England’s greatness, graciously presented to him by the white chief woman, the great squaw Victoria, with a personal dedication from the august hand of the Royal Donor. The Alaki then drank a lovingcup of firstshot usquebaugh to the toast _Black and White_ from the skull of his immediate predecessor in the dynasty Kakachakachak, surnamed Forty Warts, after which he visited the chief factory of Cottonopolis and signed his mark in the visitors’ book, subsequently executing a charming old Abeakutic wardance, in the course of which he swallowed several knives and forks, amid hilarious applause from the girl hands."
James Joyce,"Goodbye Ireland I’m going to Gort. So I just went round the back of the yard to pumpship and begob (hundred shillings to five) while I was letting off my _(Throwaway_ twenty to) letting off my load gob says I to myself I knew he was uneasy in his (two pints off of Joe and one in Slattery’s off) in his mind to get off the mark to (hundred shillings is five quid) and when they were in the (dark horse) pisser Burke was telling me card party and letting on the child was sick (gob, must have done about a gallon) flabbyarse of a wife speaking down the tube _she’s better_ or _she’s_ (ow!) all a plan so he could vamoose with the pool if he won or (Jesus, full up I was) trading without a licence (ow!) Ireland my nation says he (hoik! phthook!) never be up to those bloody (there’s the last of it) Jerusalem (ah!) cuckoos."
James Joyce,"So anyhow when I got back they were at it dingdong, John Wyse saying it was Bloom gave the ideas for Sinn Fein to Griffith to put in his paper all kinds of jerrymandering, packed juries and swindling the taxes off of the government and appointing consuls all over the world to walk about selling Irish industries. Robbing Peter to pay Paul. Gob, that puts the bloody kybosh on it if old sloppy eyes is mucking up the show. Give us a bloody chance. God save Ireland from the likes of that bloody mouseabout. Mr Bloom with his argol bargol. And his old fellow before him perpetrating frauds, old Methusalem Bloom, the robbing bagman, that poisoned himself with the prussic acid after he swamping the country with his baubles and his penny diamonds. Loans by post on easy terms. Any amount of money advanced on note of hand. Distance no object. No security. Gob, he’s like Lanty MacHale’s goat that’d go a piece of the road with every one."
James Joyce,"The three girl friends were seated on the rocks, enjoying the evening scene and the air which was fresh but not too chilly. Many a time and oft were they wont to come there to that favourite nook to have a cosy chat beside the sparkling waves and discuss matters feminine, Cissy Caffrey and Edy Boardman with the baby in the pushcar and Tommy and Jacky Caffrey, two little curlyheaded boys, dressed in sailor suits with caps to match and the name _H. M. S. Belleisle_ printed on both. For Tommy and Jacky Caffrey were twins, scarce four years old and very noisy and spoiled twins sometimes but for all that darling little fellows with bright merry faces and endearing ways about them. They were dabbling in the sand with their spades and buckets, building castles as children do, or playing with their big coloured ball, happy as the day was long. And Edy Boardman was rocking the chubby baby to and fro in the pushcar while that young gentleman fairly chuckled with delight. He was but eleven months and nine days old and, though still a tiny toddler, was just beginning to lisp his first babyish words. Cissy Caffrey bent over to him to tease his fat little plucks and the dainty dimple in his chin."
James Joyce,The twins were now playing in the most approved brotherly fashion till at last Master Jacky who was really as bold as brass there was no getting behind that deliberately kicked the ball as hard as ever he could down towards the seaweedy rocks. Needless to say poor Tommy was not slow to voice his dismay but luckily the gentleman in black who was sitting there by himself came gallantly to the rescue and intercepted the ball. Our two champions claimed their plaything with lusty cries and to avoid trouble Cissy Caffrey called to the gentleman to throw it to her please. The gentleman aimed the ball once or twice and then threw it up the strand towards Cissy Caffrey but it rolled down the slope and stopped right under Gerty’s skirt near the little pool by the rock. The twins clamoured again for it and Cissy told her to kick it away and let them fight for it so Gerty drew back her foot but she wished their stupid ball hadn’t come rolling down to her and she gave a kick but she missed and Edy and Cissy laughed.
James Joyce,"Not they! What a great notion they had! So Cissy said it was the very last time she’d ever bring them out. She jumped up and called them and she ran down the slope past him, tossing her hair behind her which had a good enough colour if there had been more of it but with all the thingamerry she was always rubbing into it she couldn’t get it to grow long because it wasn’t natural so she could just go and throw her hat at it. She ran with long gandery strides it was a wonder she didn’t rip up her skirt at the side that was too tight on her because there was a lot of the tomboy about Cissy Caffrey and she was a forward piece whenever she thought she had a good opportunity to show off and just because she was a good runner she ran like that so that he could see all the end of her petticoat running and her skinny shanks up as far as possible. It would have served her just right if she had tripped up over something accidentally on purpose with her high crooked French heels on her to make her look tall and got a fine tumble. _Tableau!_ That would have been a very charming exposé for a gentleman like that to witness."
James Joyce,"Queen of angels, queen of patriarchs, queen of prophets, of all saints, they prayed, queen of the most holy rosary and then Father Conroy handed the thurible to Canon O’Hanlon and he put in the incense and censed the Blessed Sacrament and Cissy Caffrey caught the two twins and she was itching to give them a ringing good clip on the ear but she didn’t because she thought he might be watching but she never made a bigger mistake in all her life because Gerty could see without looking that he never took his eyes off of her and then Canon O’Hanlon handed the thurible back to Father Conroy and knelt down looking up at the Blessed Sacrament and the choir began to sing the _Tantum ergo_ and she just swung her foot in and out in time as the music rose and fell to the _Tantumer gosa cramen tum_. Three and eleven she paid for those stockings in Sparrow’s of George’s street on the Tuesday, no the Monday before Easter and there wasn’t a brack on them and that was what he was looking at, transparent, and not at her insignificant ones that had neither shape nor form (the cheek of her!) because he had eyes in his head to see the difference for himself."
James Joyce,"Cissy came up along the strand with the two twins and their ball with her hat anyhow on her to one side after her run and she did look a streel tugging the two kids along with the flimsy blouse she bought only a fortnight before like a rag on her back and a bit of her petticoat hanging like a caricature. Gerty just took off her hat for a moment to settle her hair and a prettier, a daintier head of nutbrown tresses was never seen on a girl’s shoulders—a radiant little vision, in sooth, almost maddening in its sweetness. You would have to travel many a long mile before you found a head of hair the like of that. She could almost see the swift answering flash of admiration in his eyes that set her tingling in every nerve. She put on her hat so that she could see from underneath the brim and swung her buckled shoe faster for her breath caught as she caught the expression in his eyes. He was eying her as a snake eyes its prey. Her woman’s instinct told her that she had raised the devil in him and at the thought a burning scarlet swept from throat to brow till the lovely colour of her face became a glorious rose."
James Joyce,"Then they sang the second verse of the _Tantum ergo_ and Canon O’Hanlon got up again and censed the Blessed Sacrament and knelt down and he told Father Conroy that one of the candles was just going to set fire to the flowers and Father Conroy got up and settled it all right and she could see the gentleman winding his watch and listening to the works and she swung her leg more in and out in time. It was getting darker but he could see and he was looking all the time that he was winding the watch or whatever he was doing to it and then he put it back and put his hands back into his pockets. She felt a kind of a sensation rushing all over her and she knew by the feel of her scalp and that irritation against her stays that that thing must be coming on because the last time too was when she clipped her hair on account of the moon. His dark eyes fixed themselves on her again drinking in her every contour, literally worshipping at her shrine. If ever there was undisguised admiration in a man’s passionate gaze it was there plain to be seen on that man’s face. It is for you, Gertrude MacDowell, and you know it."
James Joyce,"Her words rang out crystalclear, more musical than the cooing of the ringdove, but they cut the silence icily. There was that in her young voice that told that she was not a one to be lightly trifled with. As for Mr Reggy with his swank and his bit of money she could just chuck him aside as if he was so much filth and never again would she cast as much as a second thought on him and tear his silly postcard into a dozen pieces. And if ever after he dared to presume she could give him one look of measured scorn that would make him shrivel up on the spot. Miss puny little Edy’s countenance fell to no slight extent and Gerty could see by her looking as black as thunder that she was simply in a towering rage though she hid it, the little kinnatt, because that shaft had struck home for her petty jealousy and they both knew that she was something aloof, apart, in another sphere, that she was not of them and never would be and there was somebody else too that knew it and saw it so they could put that in their pipe and smoke it."
